1;;
COD;PRODUTOS;VEND. POR:
8565;MASSA PARA LASANHA FAMIGLIARE 500 G (CX 22 PCT);PCT
8566;MASSA PARA PASTEL DISCO FAMIGLIARE 500 G (CX 18 PCT);PCT
7569;"MASSA PARA PASTEL E LASANHA QUADRADA CORTADA
BRASILEIRINHA 50 UN (FDO 4 PCT)";PCT
5242;"MASSA PARA PASTEL E LASANHA ROLO BRASILEIRINHA 1 KG (FDO 4
PCT)";FD
7056;MASSA PARA PASTEL ROLO MASSA MÁGICA 1 KG (CX 12 UN);UN
1303;"MEIO DAS ASAS DE FRANGO TULIPAS CONGELADAS TEMPERADAS
FRANGÃO FOODS (CX 20 KG)";CX
5486;MEL ISIS 1 KG (CX 12 UN);UN
8550;MEL JP PEREIRA 1 KG (CX 12 UN);UN
8034;MEL MÉDIO JP PEREIRA 500 G (CX 12 UN);UN
8289;MEL MÉDIO MINAMEL 900 G (CX 12 BAG);BAG
8288;MEL MINAMEL 1 KG (CX 12 UN);UN
4804;MEL PEQUENO ISIS 260 G (CX 12 FR);FR
8490;MEL PEQUENO MINAMEL 250 G (CX 12 FR);FR
5235;MEL SACHÊ ISIS 15 G (CX 144 UN);CX
8290;MELADO DE CANA MINAMEL 500 G (CX 12 UN);FR
7069;MELHORADOR DE FARINHA EM PÓ FLEISCHMANN 300 G (CX 40 PCT);PCT
5693;MILHO BONARE GOIÁS VERDE 170 G (CX 24 LT);CX
3808;MILHO CONGELADO GRANO 2 KG (CX 5 PCT);PCT
5692;MILHO GRANDE BONARE GOIÁS VERDE 1,7 KG (CX 6 LT);LT
8374;MILHO GRANDE FUGINI 1,7 KG (CX 6 BAG);BAG
2937;MILHO GRANDE PREDILECTA 1,7 KG (CX 6 LT);LT
333;MILHO GRANDE QUERO 1,7 KG (CX 6 LT);LT
7890;MILHO PARA PIPOCA KISABOR 400 G (FDO 24 PCT);PCT
4043;MILHO PARA PIPOCA PREMIUM CAMIL 500 G (FDO 12 PCT);PCT
7304;MILHO PARA PIPOCA PREMIUM YOKI 400 G (FDO 28 PCT);PCT
5124;MILHO QUERO 170 G (CX 24 LT);CX
8483;"MIOLO DA ALCATRA BOVINA RESFRIADO DÁ GOSTO MATOSO 4 KG (CX
26 KG)";KG
5034;MIOLO DA ALCATRA BOVINA RESFRIADO JORDANÉSIA 3 KG (CX 25 KG);KG
6958;MISTURA DE ÓLEOS VEGETAIS FRY SEBELLA SINA (BD 15,8 L);BD
168;"MISTURA DE REQUEIJÃO SABOR CHEDDAR CORONATA 1,5 KG (CX 10
BIS)";BIS
169;MISTURA DE REQUEIJÃO SABOR CHEDDAR DALLORA 1,8 KG (CX 8 BIS);BIS
5276;"MISTURA DE REQUEIJÃO SABOR CHEDDAR PARMATO 1,2 KG (CX 12
BIS)";BIS
166;"MISTURA DE REQUEIJÃO SABOR CHEDDAR PURANATA 1,2 KG (CX 8
BIS)";BIS
4500;MISTURA DE REQUEIJÃO SABOR CHEDDAR ROSELI 1,2 KG (CX 12 BIS);BIS
1090;"MISTURA DE REQUEIJÃO SABOR CHEDDAR TOP CHEDDAR 1,2 KG (CX
12 BIS)";BIS
6439;MISTURA LÁCTEA CONDENSADA PEQUENA MOCOCA 395 G (CX 27 UN);CX
6438;MISTURA LÁCTEA CREME DE LEITE MOCOCA 200 G  (CX 27 UN);CX
3104;MISTURA PARA BOLO BAUNILHA DONA BENTA 450 G (CX 12 PCT);PCT
3105;MISTURA PARA BOLO CENOURA DONA BENTA 450 G (CX 12 PCT);PCT
1513;MISTURA PARA BOLO CHOCOLATE DONA BENTA 450 G (CX 12 PCT);PCT
3170;MISTURA PARA BOLO COCO DONA BENTA 450 G (CX 12 PCT);PCT
5792;MISTURA PARA BOLO FUBÁ DONA BENTA 450 G (CX 12 PCT);PCT
1514;MISTURA PARA BOLO LARANJA DONA BENTA 450 G (CX 12 PCT);PCT
3171;MISTURA PARA BOLO MILHO DONA BENTA 450 G (CX 12 PCT);PCT
3610;MOLHO ALHO CEPÊRA 1,01 L (CX 12 FR);FR
8541;MOLHO AMERICANO SACHÊ ZAFRÁN 30 G (CX 96 UN);CX
7684;MOLHO AMERICANO ZAFRÁN 1,05 KG (CX 5 BAG);BAG
6853;MOLHO BACONNAISE JUNIOR 1,1 KG (CX 5 BAG);BAG
7259;MOLHO BARBECUE CEPÊRA 1,01 KG (CX 12 FR);FR
3729;MOLHO BARBECUE CEPÊRA 3,5 KG (CX 4 GL);GL
4565;MOLHO BARBECUE EKMA 3,5 KG (CX 6 GL);GL
6155;MOLHO BARBECUE HEINZ 2 KG (CX 8 BAG);BAG
8681;MOLHO BARBECUE PREDILECTA 3,5 KG (CX 4 GL);GL
5147;MOLHO BARBECUE SACHÊ CEPÊRA 7 G (CX 175 UN);CX
8379;MOLHO BARBECUE SACHÊ FUGINI 7 G (CX 144 UN);CX
7672;MOLHO BECHAMEL AJINOMOTO 1 KG (CX 6 PCT);PCT
4299;MOLHO BILLY & JACK ORIGINAL KISABOR 1,01 KG (CX 6 BAG);CX
8205;MOLHO BILLY & JACK TASTY KISABOR 1,01 KG (CX 6 BAG);CX
8414;MOLHO CHEDDAR CORONATA 1,02 KG (CX 15 BIS);BIS
7929;MOLHO CHEDDAR DEFUMADO POLENGHI 1,01 KG (CX 6 BIS);BIS
4766;MOLHO CHEDDAR POLENGHI 1,5 KG (CX 4 BIS);BIS
2976;MOLHO CHEDDAR SCHREIBER 1,5 KG (CX 6 BIS);BIS
5656;MOLHO CHEDDAR VIGOR 1,5 KG (CX 4 BIS);BIS
6585;MOLHO CHIPOTLE JUNIOR 1,01 KG (CX 5 BAG);BAG
8544;"MOLHO DE PIMENTA THAI SWEET CHILLI SACHÊ ZAFRÁN 30 G (CX 96
UN)";CX
6167;"MOLHO DE PIMENTA THAI SWEET CHILLI SAUCE TAICHI 1,01 L (CX 12
FR)";FR
7683;MOLHO DE PIMENTA THAI SWEET CHILLI ZAFRÁN 1,05 KG (CX 5 BAG);BAG
3611;MOLHO DE PIMENTA VERMELHA CEPÊRA 1,01 L (CX 12 FR);FR
338;MOLHO DE PIMENTA VERMELHA EKMA 1,01 L (CX 12 FR);FR
7922;MOLHO DE PIMENTA VERMELHA KISABOR 150 ML (CX 24 UN);CX
3249;"MOLHO DE PIMENTA VERMELHA MC ILHENNY TABASCO 60 ML (CX 12
VD)";CX
5148;MOLHO DE PIMENTA VERMELHA SACHÊ CEPÊRA 5 G (CX 175 UN);CX
6069;MOLHO DE PIMENTA VERMELHA SACHÊ PREDILECTA 3 G (CX 144 UN);CX
6451;MOLHO DE TOMATE PIZZA BONARE GOIÁS VERDE 1,7 KG (CX 6 BAG);CX
4876;MOLHO DE TOMATE PIZZA CEPÊRA MAMMA D ORO 1,7 KG (CX 6 BAG);CX
2886;MOLHO DE TOMATE REFOGADO TRADICIONAL EKMA 1,7 KG (CX 6 BAG);CX
6403;"MOLHO DE TOMATE TRADICIONAL BONARE GOIÁS VERDE 1,7 KG (CX 6
BAG)";CX
6275;MOLHO DE TOMATE TRADICIONAL FUGINI 1,7 KG (CX 6 BAG);CX
3860;MOLHO DE TOMATE TRADICIONAL HEINZ 1,02 KG (CX 12 BAG);CX
8597;MOLHO DE TOMATE TRADICIONAL KNORR 1,5 KG (CX 6 BAG);CX
3210;"MOLHO DE TOMATE TRADICIONAL MAMMA D ORO CEPÊRA 1,7 KG (CX 6
BAG)";CX
7962;MOLHO DE TOMATE TRADICIONAL POMAROLA 1,7 KG (CX 6 BAG);CX
6448;MOLHO DE TOMATE TRADICIONAL QUERO BAG 2 KG (CX 6 BAG);CX
3652;MOLHO DE TOMATE TRADICIONAL TARANTELLA 1,7 KG (CX 6 BAG);CX
7671;MOLHO DEMI GLACE AJINOMOTO 1 KG (CX 6 PCT);PCT
3033;MOLHO DEMI GLACE JUNIOR 500 G (CX 20 PCT);PCT
8543;MOLHO GRILL SACHÊ ZAFRÁN 30 G (CX 96 UN);CX
7680;MOLHO GRILL ZAFRÁN 1,05 KG (CX 5 BAG);BAG
3398;MOLHO INGLÊS CEPÊRA 1,01 L (CX 12 FR);FR
3032;MOLHO ITALIAN SACHÊ JUNIOR 18 G (CX 180 UN);CX
5641;MOLHO ITALIANO SACHÊ LANCHERO 8 ML (CX 152 UN);CX
342;MOLHO PARA PIZZA EKMA 1,7 KG (CX 6 BAG);CX
8375;MOLHO PARA PIZZA FUGINI 1,7 KG (CX 6 BAG);CX
6910;MOLHO PIMENTA SACHÊ EKMA 3 ML (CX 174 UN);CX
5409;MOLHO SALADA CAESAR CASTELO 236 ML (CX 12 UN);CX
756;MOLHO SALADA CAESAR KISABOR 240 ML (CX 12 UN);CX
7593;MOLHO SALADA ITALIAN SACHÊ EKMA 18 G (CX 42 UN);CX
5209;MOLHO SALADA ITALIANO CASTELO 236 ML (CX 12 UN);CX
4296;MOLHO SALADA ITALIANO KISABOR 240 ML (CX 12 UN);CX
5211;MOLHO SALADA LIMÃO CASTELO 236 ML (CX 12 UN);CX
4298;MOLHO SALADA LIMÃO KISABOR 240 ML (CX 12 UN);CX
4297;MOLHO SALADA PARMESÃO KISABOR 240 ML (CX 12 UN);CX
4295;MOLHO SALADA ROSE KISABOR 240 ML (CX 12 UN);CX
1118;MOLHO SHOYU CEPÊRA 1,01 L (CX 12 FR);FR
1280;MOLHO SHOYU EKMA 1,01 L (CX 12 FR);FR
1448;MOLHO SHOYU GRANDE EKMA 3,1 L (CX 6 GL);GL
6486;MOLHO SHOYU MÉDIO MITSUWA 3,1 L (CX 4 GL);GL
7748;MOLHO SHOYU PONZAN 5 L (CX 4 GL);GL
7106;MOLHO SHOYU PREMIUM CEPÊRA 5 L (CX 3 GL);GL
6487;MOLHO SHOYU PREMIUM MITSUWA 900 ML (CX 12 FR);FR
6358;MOLHO SHOYU PREMIUM SACHÊ MITSUWA 8 ML (CX 250 UN);CX
6154;MOLHO SHOYU SACHÊ EKMA 8 ML (CX 96 UN);CX
7679;MOLHO SHOYU SATIS AJINOMOTO 5 L (GL 5 L);GL
6835;MOLHO SHOYU SUAVE MITSUWA 900 ML (CX 12 FR);FR
7198;MOLHO TARÊ KARUI 5 L (CX 4 GL);GL
6246;MOLHO TARÊ MITSUWA 5 L (CX 3 GL);GL
6247;MOLHO TARÊ SACHÊ MITSUWA 8 ML (CX 252 UN);CX
6258;MOLHO TÁRTARO FOOD SERVICE KISABOR 1,01 (CX 6 BAG);BAG
1279;MORTADELA DEFUMADA OURO PERDIGÃO 4 KG (CX 2 PÇ);KG
4252;MORTADELA DEFUMADA SEARA GOURMET 5 KG (CX 2 PÇ);KG
8484;MORTADELA ITALIANA 471 SP SEARA GOURMET 4,8 KG (CX 2 PÇ);KG
4699;MORTADELA REZENDE 5 KG (CX 2 PÇ);KG
5761;MORTADELA TRADICIONAL AURORA 5 KG (CX 2 PÇ);KG
250;MORTADELA TRADICIONAL BOLOGNA CERATTI 6 KG (CX 1 PÇ);KG
251;MORTADELA TRADICIONAL MARBA 5 KG (CX 4 PÇ);KG
587;MOSTARDA AMARELA HEINZ 255 G (CX 16 FR);CX
7565;MOSTARDA AMARELA HEMMER 1 KG (CX 12 FR);FR
4970;MOSTARDA AMARELA KISABOR 1,01 KG (CX 12 FR);FR
3100;MOSTARDA COM MEL CEPÊRA 400 G (CX 12 FR);FR
5146;MOSTARDA DIJON CEPÊRA 190 G (CX 12 FR);FR
3206;MOSTARDA ESCURA HEMMER 200 G (CX 25 FR);FR
280;MOSTARDA GRANDE AMARELA CEPÊRA 3,3 KG (CX 4 GL);GL
417;MOSTARDA GRANDE AMARELA EKMA 3,3 KG (CX 6 GL);GL
5377;MOSTARDA GRANDE AMARELA HEINZ 2 KG (CX 8 BAG);BAG
183;MOSTARDA GRANDE AMARELA HEMMER 3,6 KG (CX 4 GL);GL
8189;MOSTARDA GRANDE AMARELA LANCHERO 3 KG (FD 6 GL);GL
3190;MOSTARDA SACHÊ CEPÊRA 7 G (CX 175 UN);CX
418;MOSTARDA SACHÊ EKMA 7 G (CX 168 UN);CX
8377;MOSTARDA SACHÊ FUGINI 7 G (CX 144 UN);CX
7735;MOSTARDA SACHÊ HEINZ 5 G (CX 144 UN);CX
3326;MOSTARDA SACHÊ HEMMER 7 G (CX 190 UN);CX
7238;MOSTARDA SACHÊ LANCHERO 7 G (CX 150 UN);CX
3935;MUÇARELA ALTO DO VALE 4 KG (CX 6 PÇ);KG
867;MUÇARELA APOLO 4 KG (CX 6 PÇ);KG
1319;MUÇARELA BARI 4 KG (CX 6 PÇ);KG
3147;MUÇARELA BOCCATELLE CORONATA (PCT 360 G);PCT
7139;MUÇARELA BONÍSSIMO 4 KG (CX 6 PÇ);KG
8342;MUÇARELA CAMILLA 4 KG (CX 6 PÇ);KG
101;MUÇARELA CLÁSSICA 4 KG (CX 6 PÇ);KG
8556;MUÇARELA COBERTURA MOZZANA PIZZA 2 KG (CX 9 PÇ);PÇ
4785;MUÇARELA COBERTURA PARA PIZZA MOZZALET 2 KG (CX 9 PÇ);PÇ
92;MUÇARELA COOPERNOVA 4 KG (CX 6 PÇ);KG
964;MUÇARELA COYOTE 4 KG (CX 6 PÇ);KG
1805;MUÇARELA DA VACA 4 KG (CX 6 PÇ);KG
7951;MUÇARELA DE BÚFALA BOCCONCINO YEMA 330 G (CX 10 PCT);PCT
5585;MUÇARELA DE BÚFALA BOLA LEVITARE 400 G (CX 10 PCT);PCT
4231;MUÇARELA DE BÚFALA CEREJINHA LEVITARE 400 G (CX 10 PCT);PCT
7950;MUÇARELA DE BÚFALA CEREJINHA YEMA 330 G (CX 10 PCT);PCT
3825;MUÇARELA DE BÚFALA LEVITARE 4 KG (CX 6 PÇ);KG
8659;MUÇARELA DE BÚFALA QUALIMUUM 4 KG (CX 6 PÇ);KG
10;MUÇARELA DE BÚFALA YEMA 3,7 KG (CX 6 PÇ);KG
8326;MUÇARELA DEALE 4 KG (CX 6 PÇ);KG
4319;"MUÇARELA DOMILAC 3 KG (CX ""8"" PÇ)";KG
3167;MUÇARELA FATIADA COYOTE 4 KG (CX 4 PCT);PCT
5299;MUÇARELA FATIADA FRIZZO 2 KG (CX 10 PCT);PCT
8399;MUÇARELA FATIADA GRANDE TIROLEZ 1 KG (CX 6 PCT);PCT
6287;MUÇARELA FATIADA HM 4 KG (CX 6 PCT);PCT
8523;MUÇARELA FATIADA PEQUENA TIROLEZ 150 G (CX 28 PCT);PCT
7507;MUÇARELA FATIADA PROCESSADA 16 FATIAS SCAR 400 G (CX 29 PCT);PCT
5498;MUÇARELA FATIADA PROCESSADA POLENGHI 2,73 KG (CX 4 PCT);PCT
5992;MUÇARELA FATIADA PROCESSADA SCHREIBER 2,27 KG (CX 8 PCT);PCT
103;MUÇARELA FLEURY 4 KG (CX 6 PÇ);KG
7831;"MUÇARELA FRIOLACK 4 KG (CX ""5"" PÇ)";KG
1004;MUÇARELA FRIZZO 4 KG (CX 6 PÇ);KG
4372;MUÇARELA HM 4 KG (CX 6 PÇ);KG
112;MUÇARELA IMPERADOR 4 KG (CX 6 PÇ);KG
96;MUÇARELA INLARON 4 KG (CX 6 PÇ);KG
1153;MUÇARELA ITALAC 4 KG (CX 6 PÇ);KG
105;MUÇARELA JÓIA 4 KG (CX 6 PÇ);KG
6411;"MUÇARELA LA PAULINA ""3,5"" KG (CX 6 PÇ)";KG
5909;MUÇARELA LIRA 4 KG (CX 6 PÇ);KG
655;MUÇARELA LITORAL 4 KG (CX 6 PÇ) *** FIFO 03/08;KG
2934;MUÇARELA MONTE CASTELO 4 KG (CX 6 PÇ);KG
1021;MUÇARELA PILOTO 4 KG (CX 6 PÇ);KG
6541;"MUÇARELA POLENGHI 3,5 KG (CX ""4"" PÇ)";KG
6398;MUÇARELA PRIMO 4 KG (CX 6 PÇ);KG
542;MUÇARELA QUATIGUÁ 4 KG (CX 6 PÇ);KG
2932;MUÇARELA SANTA MARIA 4 KG (CX 6 PÇ) *** FIFO 08/08;KG
113;MUÇARELA SCALA 4 KG (CX 6 PÇ);KG
1464;"MUÇARELA SUPREMA ""3,5"" KG (CX ""8"" PÇ)";KG
846;MUÇARELA TIROLEZ 4 KG (CX 6 PÇ);KG
8584;MUÇARELA TRADIÇÃO 4 KG (CX 6 PÇ);KG
97;"MUÇARELA TRÊS MARIAS ""MATO GROSSO"" 4 KG (CX 6 PÇ)";KG
106;"MUÇARELA TRÊS MARIAS ""MINAS GERAIS"" 4 KG (CX 6 PÇ)";KG
1085;"MUÇARELA TRÊS MARIAS RONDÔNIA ""JARU"" 4 KG (CX 6 PÇ)";KG
110;"MUÇARELA TRÊS MARIAS RONDÔNIA ""OURO PRETO"" 4 KG (CX 6 PÇ)";KG
3372;MUÇARELA VACA E BÚFALA BOCCONCINO YEMA (PCT 330 G);PCT
3342;MUÇARELA VACA E BÚFALA CEREJAS YEMA (PCT 330 G);PCT
117;MUÇARELA VACA E BÚFALA MARGHERITA YEMA (PÇ 700 G);KG
8526;MUÇARELA ZERO LACTOSE CRIOULO 5 KG (CX 4 PÇ);KG
4320;MUÇARELA ZERO LACTOSE TRÊS MARIAS 4 KG (CX 6 PÇ);KG
829;MULTIUSO CLÁSSICO YPÊ 500 ML (CX 12 FR);CX
7322;"MÚSCULO DO TRASEIRO BOVINO RESFRIADO SEM OSSO BOI BRASIL 4
KG (CX 27 KG)";KG
7385;NATA GRANDE FRIMESA 3,5 KG (CX 4 BD);BD
7064;NATA PEQUENA FRIMESA 300 G (CX 12 PT);PT
8567;NHOQUE DE BATATA FAMIGLIARE 500 G (CX 12 PCT);PCT
7242;NOZ MOSCADA BOLA BRASILSECO 250 G (FDO 20 PCT);PCT
7241;NOZ MOSCADA EM PÓ BRASILSECO 250 G (FDO 20 PCT);PCT
8279;NOZES MARIPOSA LERYC 1 KG (CX 10 PCT);PCT
1013;NOZES MARIPOSA SEM CASCA BRASILSECO 1 KG (FDO 10 PCT);PCT
5675;ÓLEO DE ALGODÃO ELOGIATA FLOR DE ALGODÃO (BD 15,8 L);BD
4265;ÓLEO DE ALGODÃO LIZA (BD 15,8 L);BD
6103;ÓLEO DE ALGODÃO LIZA 900 ML (CX 20 FR);FR
4376;ÓLEO DE ALGODÃO SOYA (BD 15,8 L);BD
6354;ÓLEO DE CANOLA LIZA 900 ML (CX 20 FR);FR
8236;ÓLEO DE GERGELIM TORRADO COMPOSTO TAICHI 900 ML (CX 12 UN);FR
239;ÓLEO DE GIRASSOL LIZA 900 ML (CX 20 FR);FR
235;ÓLEO DE MILHO LIZA 900 ML (CX 20 FR);FR
499;ÓLEO DE SOJA COAMO 900 ML (CX 20 FR);CX
1082;ÓLEO DE SOJA COCAMAR (LT 18 L);LT
911;ÓLEO DE SOJA LIZA 900 ML (PCT 6 FR);PCT
1840;ÓLEO DE SOJA VILA VELHA (GL 18 L);GL
1841;ÓLEO DE SOJA VILA VELHA 900 ML (CX 20 FR);CX
7625;ÓLEO DE SOJA VITALIV 900 ML (CX 20 FR);CX
7298;ORÉGANO NACIONAL DA TERRINHA 200 G (CX 12 PCT);PCT
7258;ORÉGANO NACIONAL FLOCOS PENINA 200 G (FD 40 PCT);PCT
4596;ORÉGANO NACIONAL KISABOR 200 G (CX 12 PCT);PCT
4378;ORÉGANO PEQUENO PERUANO ARCO BELLO 500 G (FDO 20 PCT);PCT
4377;ORÉGANO PERUANO ARCO BELLO 1,01 KG (FDO 10 PCT);PCT
3318;ORÉGANO PERUANO DI SALERNO 1 KG (FDO 10 PCT);PCT
8356;ORELHA SUÍNA SALGADA COM MÁSCARA FRIELLA 10 KG (CX 1 PCT);PCT
8383;ORELHA SUÍNA SALGADA COM MÁSCARA REFFINATO 5 KG (CX 2 PCT);PCT
7124;OVO INTEGRAL PASTEURIZADO RESFRIADO ASA 1 KG (CX 12 UN);UN
5485;"OVO INTEGRAL PASTEURIZADO RESFRIADO FLEISCHEGGS 1 KG (CX 12
UN)";UN
8439;"OVO INTEGRAL PASTEURIZADO RESFRIADO NATUROVOS 1 KG (CX 12
UN)";UN
1087;OVOS BRANCOS TIPO GRANDE MODELO 60 UN (CX 2 BDJ);CX
4740;OVOS DE CODORNA GRANJA SÃO PAULO 1 KG (CX 20 PCT);PCT
8391;OVOS DE CODORNA LOUREIRO 900 G (CX 15 PCT);PCT
431;PÁ DE ESFIHA (UN 90 X 22 CM);UN
432;PÁ DE FERRO (UN 35 CM);UN
433;PÁ DE FERRO (UN 38 CM);UN
435;PÁ DE MADEIRA (UN 35 CM);UN
436;PÁ DE MADEIRA (UN 40 CM);UN
6781;PAÇOQUINHA DE AMENDOIM QUADRADA DADINHO 20 G (CX 40 UN);CX
5059;PAIO SUÍNO PAMPLONA 2,5 KG (CX 4 PCT);PCT
930;PAIO SUÍNO PERDIGÃO 2,5 KG (CX 4 PCT);PCT
1275;PAIO SUÍNO SEARA 2,5 KG (CX 6 PCT);PCT
7559;"PALETA BOVINA RESFRIADA SEM OSSO E SEM MÚSCULO BOI BRASIL
8,5 KG (CX 27 KG)";KG
6152;PALITO SACHÊ BOM SABOR (CX 2000 UN);CX
7853;PALMITO BANDA AÇAÍ PALMEIRAL 500 G (CX 12 LT);LT
3396;PALMITO BANDA PUPUNHA DU CAMPO 1,8 KG (CX 6 VD);VD
7893;PALMITO BANDA PUPUNHA ITARIRI 1,8 KG (CX 6 VD);VD
7080;PALMITO INTEIRO AÇAÍ PALMEIRAL 540 G (CX 15 VD);VD
496;PALMITO INTEIRO AÇAÍ SANEDE 500 G (CX 12 LT);LT
489;PALMITO INTEIRO PUPUNHA DU CAMPO 1,8 KG (CX 6 VD);VD
6175;PALMITO INTEIRO PUPUNHA OURO DO VALE 1,8 KG (CX 6 VD);VD
7105;PALMITO PICADO AÇAÍ PALMEIRAL 540 G (CX 15 VD);VD
6137;PALMITO PICADO PUPUNHA DU CAMPO 1,8 KG (CX 6 LT);LT
532;PALMITO PICADO PUPUNHA DU CAMPO 1,8 KG (CX 6 VD);VD
3847;PALMITO PICADO PUPUNHA ITARIRI 1,8 KG (CX 6 VD);VD
6176;PALMITO PICADO PUPUNHA OURO DO VALE 1,8 KG (CX 6 VD);VD
6496;PALMITO PICADO PUPUNHA POTE D´ORO 1,8 KG (CX 6 VD);VD
6122;PALMITO PICADO PUPUNHA PREMIER 1,8 KG (CX 6 VD);VD
6138;PALMITO RODELA PUPUNHA DU CAMPO 1,8 KG (CX 6 LT);LT
3395;PALMITO RODELA PUPUNHA DU CAMPO 1,8 KG (CX 6 VD);VD
6177;PALMITO RODELA PUPUNHA OURO DO VALE 1,8 KG (CX 6 VD);VD
6419;"PANCETA SUÍNA CONGELADA TEMPERADA APERITIVO FRIMESA 1 KG
(CX 12 PCT)";PCT
7120;PANCETA SUÍNA CONGELADA TEMPERADA PAMPLONA 1 KG (CX 11 KG);KG
8671;"PANO MULTIUSO AZUL BOBINA 50 UNIDADES 28 CM X 25 CM LIFE
CLEAN (CX 12 UN)";UN
5555;PÃO DE ALHO CONGELADO BRASA BURGUERS 400 G (CX 10 PCT);PCT
8157;PÃO DE QUEIJO CONGELADO NOBRE 15 G 900 G (CX 10 PCT);PCT
5424;"PÃO DE QUEIJO GRANDE CONGELADO BRASA BURGUERS 70 G 1 KG
(CX 10 PCT)";PCT
5425;"PÃO DE QUEIJO PEQUENO CONGELADO BRASA BURGUERS 15 G 1 KG
(CX 10 PCT)";PCT
222;PAPEL HIGIÊNICO FOLHA SIMPLES DAMA PCT 8 ROLOS (FDO 8 UN);PCT
6142;PAPEL TOALHA LUAR PCT 2 ROLOS (FDO 12 PCT);PCT
6393;PÁPRICA DEFUMADA BRASILSECO 1 KG (FDO 10 PCT);PCT
8019;PÁPRICA DEFUMADA PENINA 500 G (FDO 10 PCT);PCT
5216;PÁPRICA DOCE PENINA 500 G (FDO 10 PCT);PCT
5217;PÁPRICA PICANTE PENINA 500 G (FDO 10 PCT);PCT
3725;PARMA PRESUNTO CRU DESOSSADO ITALIANO PANINI (PÇ 1 KG);KG
5097;PARMA PRESUNTO CRU FATIADO ITALIANO CERATTI 100 G (CX 15 PCT);PCT
6511;PARMA PRESUNTO CRU FATIADO ITALIANO DOR 80 G (CX 10 PCT);PCT
8486;"PARMA PRESUNTO CRU FATIADO ITALIANO SEARA GOURMET 80 G (CX
15 PCT)";PCT
7388;"PARMA PRESUNTO CRU FATIADO ITALIANO VITO BALDUCCI 500 G (CX 4
PCT)";PCT
223;PARMA PRESUNTO CRU FATIADO NACIONAL SADIA 100 G (CX 30 PCT);PCT
3185;PARMESÃO 1 / 4 SCALA 1,35 KG (CX 12 PÇ);PÇ
7538;PARMESÃO 6 MESES BURITIS 5,5 KG (CX 4 PÇ);KG
7082;PARMESÃO 6 MESES IPANEMA 6 KG (CX 2 PÇ);KG
8317;PARMESÃO 6 MESES LA SERENISSIMA 8 KG (CX 2 PÇ);KG
8576;PARMESÃO 6 MESES NOAL 6 KG (CX 2 PÇ);KG
4914;PARMESÃO 6 MESES PEQUENO SIBÉRIA 3 KG (CX 4 PÇ);KG
8345;PARMESÃO 6 MESES POLENGHI 6,5 KG (CX 1 PÇ);KG
994;PARMESÃO 6 MESES QUATÁ 5,5 KG (CX 2 PÇ);KG
201;PARMESÃO 6 MESES SCALA 6 KG (CX 3 PÇ);KG
1397;PARMESÃO 6 MESES SIBÉRIA 6 KG (CX 2 PÇ);KG
7795;PARMESÃO 6 MESES TIROLEZ 7 KG (CX 1 PÇ);KG
3571;PARMESÃO CAPA PRETA BURITIS 5 KG (CX 2 PÇ);KG
6507;PARMESÃO FRACIONADO CAPA PRETA DOR 200 G (CX 6 UN);PÇ
6332;PARMESÃO FRACIONADO QUATÁ 160 G (CX 18 UN);PÇ
7921;PARMESÃO FRACIONADO SCALA 180 G (CX 36 UN);PÇ
5857;PARMESÃO FRACIONADO TIROLEZ 245 G (CX 30 UN);PÇ
6492;PARMESÃO FRACIONADO VIGOR 200 G (CX 24 UN);PÇ
844;PARMESÃO MONTANHÊS TRÊS MARIAS (PÇ 5 KG);KG
503;PARMESÃO PREMIUM 12 MESES SCALA 6 KG (CX 2 PÇ);KG
7190;PARMESÃO RALADO FINO RJR 1 KG (FDO 10 PCT);PCT
7394;PARMESÃO RALADO FINO S & A 1 KG (FDO 10 PCT);PCT
6653;PARMESÃO RALADO FINO VALEZA 1 KG (FDO 6 PCT);PCT
6466;PARMESÃO RALADO FINO VIGOR 1 KG (FDO 8 PCT);PCT
7191;PARMESÃO RALADO GROSSO RJR 1 KG (FDO 10 PCT);PCT
515;PARMESÃO RALADO MÉDIO FILLETTINO 1 KG (FDO 20 PCT);PCT
7192;PARMESÃO RALADO MÉDIO RJR 1 KG (FDO 10 PCT);PCT
269;PARMESÃO SACHÊ RALADO FAIXA AZUL 10 G (CX 100 UN);CX
4494;PARMESÃO SACHÊ RALADO ITAMONTÊS 50 G (CX 20 UN);CX
6569;PARMESÃO SACHÊ RALADO VIGOR 50 G (CX 20 UN);CX
6790;PARMESÃO TROPICAL CRISTAL 5 KG (CX 4 PÇ);KG
196;PARMESÃO TROPICAL SAFIRA 6 KG (FDO 4 PÇ);KG
8589;PASSATA DI POMODORO LA PASTINA 680 G (CX 12 VD);VD
8599;PASSATA KNORR 1,5 KG (CX 6 BAG);BAG
5829;PASTRAMI BOVINO COZIDO E DEFUMADO CERATTI 1,5 KG (CX 1 PÇ);KG
7085;PATINHO BOVINO RESFRIADO BOI BRASIL 4 KG (CX 25 KG);KG
8561;PATINHO BOVINO RESFRIADO MATOSO 5 KG (CX 25 KG);KG
8357;PÉ SUÍNO SALGADO FRIELLA 10 KG (CX 1 PCT);PCT
8382;PÉ SUÍNO SALGADO REFFINATO 5 KG (CX 2 PCT);PCT
7262;PEITO BOVINO RESFRIADO SEM OSSO BOI BRASIL 5 KG (CX 23 KG);KG
